NodeId:42172	1.0,0.0
NodeId:69115	1.0,0.0,55699,71049
NodeId:64744	1.0,0.0,35716
NodeId:58300	1.0,0.0,21336
NodeId:16914	1.0,0.0,1025
NodeId:42276	1.0,0.0,6830
NodeId:63780	1.0,0.0
NodeId:16916	1.0,0.0,563,1025,3479,14559,18308
NodeId:605	1.0,0.0,2,18,48,54,136,295,340,368,447,549,697,717,733,1206,1401,1738,1748,1753,3065,6040
NodeId:604	1.0,0.0,2,31,32,42,46,57,79,319,360,363,395,410,546,547,681,737,745,1129,2229,2349,2479,2482,2590,2859,3033,3601,3742,4871,12015,71405
NodeId:23109	1.0,0.0,1749,59488,59489,59490,59491
NodeId:606	1.0,0.0,2,8,18,20,29,58,69,72,77,96,101,103,118,120,125,127,136,137,139,143,172,191,195,217,305,310,389,398,401,418,427,429,443,453,564,586,649,665,678,681,726,735,748,776,780,782,783,790,846,890,917,1012,1023,1075,1090,1106,1164,1178,1191,1207,1224,1309,1321,1390,1396,1398,1405,1409,1411,1463,1615,1620,1648,1760,1903,1908,1935,2050,2066,2071,2120,2145,2180,2195,2239,2258,2367,2377,2391,2633,2639,2641,2656,2714,3089,3118,3177,3264,3306,3540,3549,3585,3899,3939,4003,4163,4397,4661,4944,4969,5277,5829,5963,6053,6849,6865,7104,7732,7916,9791,10159,11057,11298,11430,12016,12017,12018,12019,12020,12021,12022,12023,12024,12025,71383
NodeId:601	1.0,0.0,2,65,235,367,388,394,409,497,588,598,634,737,746,802,844,879,1190,1589,1642,1751,1909,2367,2554,2865,2948,3341,3371,3655,4520,6885,12006,12007,12008,12009
NodeId:600	1.0,0.0,0,1,2,44,112,127,225,282,301,388,401,415,418,432,433,443,556,576,616,625,646,700,727,738,747,780,790,791,843,848,850,913,971,990,993,1037,1112,1254,1272,1276,1314,1396,1398,1411,1432,1446,1483,1495,1498,1514,1516,1531,1576,1577,1623,1635,1640,1748,1756,1849,2059,2112,2115,2116,2169,2178,2185,2218,2228,2244,2275,2288,2329,2435,2515,2651,2676,2687,2694,2696,2713,2754,2866,3055,3134,3138,3172,3222,3264,3280,3372,3463,3502,3533,3555,3586,3887,3927,4002,4017,4046,4061,4098,4123,4325,4358,4394,4406,4415,4523,4703,4709,4761,4978,5038,5098,5107,5313,5829,5831,5847,5967,5974,6420,6489,6591,6624,6688,7050,7158,7398,7635,7645,7843,8153,8196,8269,8498,8697,8902,8969,9320,9330,9426,9483,9781,9862,10314,10325,10566,10622,10624,10704,10860,11644,11887,11890,11915,11934,11935,11936,11937,11938,11939,11940,11941,11942,11943,11944,11945,11946,11947,11948,11949,11950,11951,11952,11953,11954,11955,11956,11957,11958,11959,11960,11961,11962,11963,11964,11965,11966,11967,11968,11969,11970,11971,11972,11973,11974,11975,11976,11977,11978,11979,11980,11981,11982,11983,11984,11985,11986,11987,11988,11989,11990,11991,11992,11993,11994,11995,11996,11997,11998,11999,12000,12001,12002,12003,12004,12201,12210,12289,12588,14496,14795,15102,15653,15864,15946,16369,18056,18246,18964,19885,19891,19898,19930,22334,22543,22918,23855,27810,31506,33505,34274,38776,39130,40035,42508,43043,49387,60182,66810,71402,72686,73111,73869,73870,73871,73872,73873,73874,73875,73876,73877,73878
NodeId:603	1.0,0.0,2,5,27,40,127,449,473,508,681,699,776,1129,1754
NodeId:602	1.0,0.0,1,2,6,18,20,29,61,72,73,76,77,90,93,97,100,107,124,125,135,143,223,233,357,366,383,401,402,415,443,449,550,555,559,576,597,611,624,630,631,639,665,681,725,729,748,768,779,782,783,784,844,853,955,1265,1417,2424,2505,2723,2741,2742,2985,3091,3097,4831,5311,5959,6378,11635,12011,12012,12013
NodeId:23103	1.0,0.0,1749,11119,22330,59481,59482
NodeId:16910	1.0,0.0,1024
NodeId:23101	1.0,0.0,1749,4256
NodeId:23100	1.0,0.0,18,1749
NodeId:609	1.0,0.0,2,18,21,35,40,58,74,77,78,135,295,301,447,544,547,588,663,722,725,802,848,879,888,965,1027,1036,1192,1247,1256,1274,2054,2065,2319,2336,2377,2640,2643,2864,3505,4342,5117,6368,11403,12086,12087,12088
NodeId:23106	1.0,0.0,1749,4415,4931
NodeId:23105	1.0,0.0,1749,4462,5144,9794,12512,59485
NodeId:23104	1.0,0.0,1749,1815,1911,3503,4282,5038,5206,7522,7843,8648,10599,21638,22359,59483,59484
NodeId:59436	1.0,0.0,22986
NodeId:59437	1.0,0.0,780,1014,22989
NodeId:59434	1.0,0.0,22984
NodeId:59435	1.0,0.0,22984
NodeId:30819	1.0,0.0,3410,4288,62919
NodeId:42179	1.0,0.0
NodeId:59430	1.0,0.0,22977,37934
NodeId:59431	1.0,0.0,22978
NodeId:30815	1.0,0.0,446,3407,27032,30812
NodeId:30814	1.0,0.0,3407
NodeId:30817	1.0,0.0,3410
NodeId:30816	1.0,0.0,3409
NodeId:30811	1.0,0.0,3407,30812
NodeId:30810	1.0,0.0,3407,30812
NodeId:30813	1.0,0.0,3407,30812
NodeId:30812	1.0,0.0,3407
NodeId:26885	1.0,0.0,125,2343,2645,4323,6418
NodeId:26884	1.0,0.0,2343,3525,20959,22391,26858,61494
NodeId:26887	1.0,0.0
NodeId:29674	1.0,0.0
NodeId:26881	1.0,0.0
NodeId:29672	1.0,0.0,3077,6623,9753,29616,62523
NodeId:29671	1.0,0.0
NodeId:26882	1.0,0.0
NodeId:73838	1.0,0.0,67,1401
NodeId:73839	1.0,0.0,1401
NodeId:26889	1.0,0.0
NodeId:26888	1.0,0.0,2344
NodeId:29679	1.0,0.0,3077,6730,15496
NodeId:29678	1.0,0.0,3077,22014,62524
NodeId:31148	1.0,0.0,3437
NodeId:57907	1.0,0.0,20777
NodeId:39780	1.0,0.0,5889,6244
NodeId:59550	1.0,0.0,23249
NodeId:31140	1.0,0.0,3434,63034
NodeId:31141	1.0,0.0,1179,3434
NodeId:31142	1.0,0.0,3434
NodeId:31143	1.0,0.0,3434
NodeId:31144	1.0,0.0,3436
NodeId:31145	1.0,0.0
NodeId:31146	1.0,0.0,3437
NodeId:31147	1.0,0.0,3437
NodeId:55199	1.0,0.0,17473
NodeId:55198	1.0,0.0,17465
NodeId:55191	1.0,0.0,17455
NodeId:55190	1.0,0.0,17455
NodeId:55193	1.0,0.0,17455
NodeId:55192	1.0,0.0,17455
NodeId:55195	1.0,0.0,17465
NodeId:55194	1.0,0.0
NodeId:55197	1.0,0.0,17465
NodeId:55196	1.0,0.0,17465
NodeId:67855	1.0,0.0,70877
NodeId:67854	1.0,0.0,48494
NodeId:34668	1.0,0.0,4288,39516
NodeId:34669	1.0,0.0,4288
NodeId:67851	1.0,0.0,48486
NodeId:67850	1.0,0.0,48484
NodeId:67853	1.0,0.0,48490
NodeId:67852	1.0,0.0,48487
NodeId:34662	1.0,0.0,4284
NodeId:34663	1.0,0.0
NodeId:34660	1.0,0.0,4282,19660,33561
NodeId:34661	1.0,0.0,4282,4413,5224,71520,71521,71522
NodeId:34666	1.0,0.0,4288
NodeId:34667	1.0,0.0,4288
NodeId:34664	1.0,0.0
NodeId:34665	1.0,0.0,4288,7511,12584,57633
NodeId:35391	1.0,0.0,6633,6946,37563,37571,42541,64633,64634
NodeId:35390	1.0,0.0,4456,7310,12801,16832
NodeId:35393	1.0,0.0
NodeId:35392	1.0,0.0
NodeId:35395	1.0,0.0,4457,11000,11001
NodeId:35394	1.0,0.0,4457
NodeId:35397	1.0,0.0
NodeId:50010	1.0,0.0,11811,26627
NodeId:35399	1.0,0.0,4458,5355
NodeId:35398	1.0,0.0
NodeId:6488	1.0,0.0,126
NodeId:50019	1.0,0.0,11819,50021
NodeId:50018	1.0,0.0
NodeId:66100	1.0,0.0,40908
NodeId:66101	1.0,0.0
NodeId:66102	1.0,0.0,40911
NodeId:66103	1.0,0.0
NodeId:66104	1.0,0.0,40915
NodeId:66105	1.0,0.0,40916
NodeId:66106	1.0,0.0,40916,66105
NodeId:66107	1.0,0.0,40918
NodeId:66108	1.0,0.0,40918
NodeId:66109	1.0,0.0,40932
NodeId:61453	1.0,0.0
NodeId:61452	1.0,0.0
NodeId:61451	1.0,0.0
NodeId:61450	1.0,0.0
NodeId:61457	1.0,0.0,26761
NodeId:61456	1.0,0.0
NodeId:61455	1.0,0.0,26761
NodeId:61454	1.0,0.0
NodeId:40336	1.0,0.0,6022
NodeId:61459	1.0,0.0,26763
NodeId:61458	1.0,0.0
NodeId:65833	1.0,0.0,39928
NodeId:15393	1.0,0.0,845,2513
NodeId:21623	1.0,0.0,1614
NodeId:6664	1.0,0.0,130
NodeId:15392	1.0,0.0,845,3428,4095,15205,71507
NodeId:15391	1.0,0.0,845
NodeId:15390	1.0,0.0,845,2037,2685
NodeId:24564	1.0,0.0,143,1894,20689
NodeId:56888	1.0,0.0,19646
NodeId:15397	1.0,0.0,846,25564,53502
NodeId:15396	1.0,0.0,846,850,1576,1738
NodeId:3856	1.0,0.0,18,53,235,645,780,1177,1205,1314,2034,2409,2470,2544,2576,2958,2990,3448,4030,4703,5306,5502,5763,5917,8029,18331,26976
NodeId:3857	1.0,0.0,53,130,617,790,1180,1191,1719,2189,4040,4042,4457,6431,6466,6591,6698,11744,22370,32635,32636
NodeId:3854	1.0,0.0,0,1,18,20,53,54,66,75,79,81,83,90,93,101,111,114,115,120,143,277,330,354,357,368,396,398,402,427,433,446,449,547,555,665,684,685,691,724,726,738,780,793,830,952,965,996,1014,1016,1164,1227,1323,1709,2040,2110,2249,2435,2577,2948,3184,3684,4325,4342,4553,4872,5020,5682,5947,6262,8307,8321,8657,13348,71389
NodeId:3855	1.0,0.0,53,791,1719,1899,2496,3186,3564,4687,14021,27726
NodeId:3852	1.0,0.0,53,54,66,81,140,187,289,329,401,418,429,438,453,550,722,745,771,794,913,994,1224,1405,1406,1438,1564,1629,1903,2055,2066,2112,2115,2151,2195,2249,2433,2557,2648,2656,2684,4362,4967,5277,6116,6837,7120,8169,10855
NodeId:3853	1.0,0.0,43,53,64,65,128,299,644,733,745,957,964,1059,1224,1903,1931,2796,2861,3377,4193,4615,4692,4788,4837,4969,6248,10387,10459,16250,16251,71477,71478
NodeId:3850	1.0,0.0,1,19,28,53,55,58,59,60,66,67,78,81,83,90,97,104,107,108,109,112,118,120,125,128,165,189,210,223,235,236,290,299,307,315,319,329,330,354,415,418,429,433,446,449,451,452,456,466,547,549,556,557,558,563,576,589,590,618,629,637,645,650,663,665,676,685,686,688,696,700,702,704,705,713,720,721,724,727,733,735,737,738,776,780,790,793,824,826,829,839,840,843,844,854,873,883,888,952,973,991,1014,1016,1023,1028,1129,1171,1179,1185,1192,1225,1247,1256,1258,1283,1305,1353,1390,1392,1393,1397,1398,1399,1400,1403,1405,1411,1423,1432,1448,1450,1460,1516,1561,1562,1577,1581,1596,1614,1619,1621,1629,1646,1673,1684,1712,1718,1719,1738,1748,1751,1768,1788,1789,1823,1849,1894,1899,1902,1903,1909,1910,1912,1979,2032,2033,2038,2040,2043,2047,2050,2051,2057,2061,2066,2111,2115,2146,2147,2161,2169,2198,2224,2226,2228,2239,2241,2251,2252,2253,2287,2302,2362,2448,2495,2498,2503,2511,2546,2554,2558,2634,2636,2643,2645,2649,2652,2655,2696,2714,2800,2867,2941,2956,2980,2991,3035,3062,3182,3210,3249,3281,3392,3403,3425,3431,3454,3458,3489,3505,3507,3531,3540,3560,3563,3570,3592,3655,3718,3859,3874,3932,4010,4028,4034,4040,4049,4054,4067,4081,4120,4123,4159,4161,4177,4202,4232,4260,4338,4354,4374,4411,4414,4415,4416,4454,4486,4521,4537,4544,4553,4559,4572,4610,4614,4615,4616,4617,4692,4785,4805,4828,4886,4920,4931,4955,4969,4978,4984,5032,5036,5058,5100,5114,5140,5144,5199,5308,5344,5403,5580,5609,5630,5659,5674,5675,5758,5766,5778,5793,5795,5838,5933,5958,5968,5972,5987,6023,6027,6039,6188,6321,6499,6586,6605,6633,6653,6669,6860,6864,7040,7095,7143,7301,7394,7431,7490,7514,7635,7721,7912,7932,8020,8058,8183,8362,8363,8423,8426,8588,8697,8769,8774,8781,8784,8809,9102,9106,9124,9170,9257,9332,9365,9431,9434,9479,9480,9491,9534,9547,9591,9768,10120,10505,10656,10674,10742,10915,10937,10956,11201,11226,11240,11277,11291,11519,11600,11644,11717,11885,11968,12222,12342,12551,12562,12564,12581,12902,12971,13339,13368,13369,13645,13723,13725,14003,14069,14107,14457,14575,14580,14649,14879,15201,15205,15210,15262,16129,16566,16832,16838,17012,17240,17742,17762,18366,18427,18594,18825,19047,19049,19050,19665,19731,19842,20434,20551,20833,20844,21133,21546,21834,22376,22380,22472,22761,22805,22947,23004,23239,23279,23483,23991,24166,24531,26509,26732,26781,27324,27392,27805,28032,28326,30030,30198,30199,30262,30385,30394,30645,30883,31906,31907,32092,32480,32614,32615,32616,32617,32618,32619,32620,32621,32622,32623,32624,32625,32626,32627,32629,32663,33723,35029,36029,36640,38723,40101,43611,47217,48474,52125,58684,62941,68495,71399,71405,71482,71483,71484,71485,71486,73157,73158,73159
NodeId:3851	1.0,0.0,30,53,125,433,2059,2118,5070,17103
NodeId:24652	1.0,0.0,1899
NodeId:24653	1.0,0.0,1179,1899,1906,4577
NodeId:24650	1.0,0.0,1899,2228,7579
NodeId:24651	1.0,0.0,1899,9084,14993
NodeId:24656	1.0,0.0,1900
NodeId:24657	1.0,0.0,1900,4982
NodeId:3858	1.0,0.0,49,53,136,972,1398,1405,1911,2160,2629,3510,4041,4523,4931,5103,5968,6641,6761,7843,11202,11246,14572,14867,20277,21757,28394,31516,31532,31534,32657,32658
NodeId:24655	1.0,0.0,128,1900,4982
NodeId:38954	1.0,0.0,5503,38010
NodeId:22761	1.0,0.0,1753,4452,4464,9534,12572,12573,14552,14559,18714,19701,22792,56966,56968,59257
NodeId:22762	1.0,0.0
NodeId:38957	1.0,0.0,59942,65563,65564
NodeId:38950	1.0,0.0,5503,65559
NodeId:22765	1.0,0.0
NodeId:22766	1.0,0.0,6950
NodeId:38953	1.0,0.0,56501
NodeId:22768	1.0,0.0
NodeId:22769	1.0,0.0,16361
NodeId:38958	1.0,0.0
NodeId:38959	1.0,0.0
NodeId:35535	1.0,0.0,4486
NodeId:35534	1.0,0.0,4486
NodeId:35537	1.0,0.0,18,4486,5956,7310,15248,15270,25367,35529,38773,39966
NodeId:35536	1.0,0.0,4486
NodeId:73308	1.0,0.0
NodeId:73309	1.0,0.0
NodeId:35533	1.0,0.0,4486
NodeId:35532	1.0,0.0,4486,8577,35529,55024
NodeId:73304	1.0,0.0,1400
NodeId:73305	1.0,0.0
NodeId:73306	1.0,0.0
NodeId:73307	1.0,0.0
NodeId:35539	1.0,0.0,4486,10840,14493
NodeId:35538	1.0,0.0,4486,8577,17268,24018,35516,35529,35532,41051
NodeId:73302	1.0,0.0,1400
NodeId:73303	1.0,0.0,1400
NodeId:24566	1.0,0.0,1894,24555,60380,60381
NodeId:63257	1.0,0.0,55679,61125
NodeId:31858	1.0,0.0,3554
NodeId:31859	1.0,0.0,3550,25765
NodeId:64573	1.0,0.0
NodeId:63256	1.0,0.0,31672,42940
NodeId:31852	1.0,0.0,3548,3703
NodeId:31853	1.0,0.0,63317
NodeId:31850	1.0,0.0,3545
NodeId:31851	1.0,0.0,3545
NodeId:31856	1.0,0.0,3550
NodeId:31857	1.0,0.0,3550,12093
NodeId:31854	1.0,0.0,295,3550,6779
NodeId:31855	1.0,0.0,3550,21528,63318
NodeId:32620	1.0,0.0
NodeId:32621	1.0,0.0,18,4537,5100
NodeId:32622	1.0,0.0,13368,21133
NodeId:32623	1.0,0.0,22472
NodeId:32624	1.0,0.0
NodeId:32625	1.0,0.0,54084
NodeId:32626	1.0,0.0
NodeId:32627	1.0,0.0,4198,4610,9534
NodeId:32628	1.0,0.0,3850
NodeId:32629	1.0,0.0,3850,11717,23483
NodeId:24567	1.0,0.0,1398,1894,60412
NodeId:55228	1.0,0.0,17535
NodeId:56756	1.0,0.0,19469
NodeId:56757	1.0,0.0,19469
NodeId:38480	1.0,0.0
NodeId:38481	1.0,0.0,5309,20756,24197
NodeId:56752	1.0,0.0,36430
NodeId:38487	1.0,0.0,1606,5309
NodeId:38484	1.0,0.0,5309,18528,20762,34905,45274
NodeId:16326	1.0,0.0,971,1596,54372
NodeId:75683	1.0,0.0
NodeId:75682	1.0,0.0,74746
NodeId:63603	1.0,0.0
NodeId:38489	1.0,0.0,5310
NodeId:75687	1.0,0.0
NodeId:19517	1.0,0.0,1436
NodeId:56758	1.0,0.0,19471
NodeId:56759	1.0,0.0
NodeId:29350	1.0,0.0,2984
NodeId:19516	1.0,0.0,1436
NodeId:4558	1.0,0.0,18,19,30,49,58,101,107,115,117,118,165,286,295,296,301,329,330,370,381,394,401,418,429,431,445,452,563,640,656,664,680,689,712,724,728,730,733,735,737,748,793,818,844,849,853,854,863,873,888,918,957,989,1036,1037,1172,1173,1174,1181,1184,1390,1394,1403,1405,1408,1577,1604,1606,1620,1658,1699,1738,1747,1754,1755,1891,1893,2008,2032,2042,2053,2059,2118,2201,2215,2231,2249,2253,2342,2343,2375,2461,2464,2528,2714,3107,3112,3119,3250,3368,3553,3560,3684,3692,3841,4049,4054,4069,4187,4354,4550,4565,4567,4568,4572,4770,4805,5103,5141,5264,5415,5474,5663,6053,6084,6114,6188,6420,6855,6860,7346,7490,7622,8321,8513,8933,9116,9654,11519,12942,13415,14018,71382
NodeId:4559	1.0,0.0,66,115,388,401,431,443,737,850,851,973,1163,1259,1613,1647,1674,1701,1815,1971,2028,2040,2044,2052,2057,2062,2066,2196,2231,2385,2440,2501,2512,2713,2814,2896,3262,3284,3462,3685,4010,4037,4039,4415,4687,4761,5098,5131,5199,5520,5947,6084,7131,7364,8164,8169,8526,9384,16199,35829
NodeId:4556	1.0,0.0,18,34,45,66,72,104,187,236,417,733,996,1318,2043,2201,2320,2512,2656,3174,3772,4045,4334,4557,24587,35824,35825,35826
NodeId:4557	1.0,0.0,1,18,19,34,44,45,66,72,90,104,147,187,236,354,394,441,445,658,684,728,826,1014,1167,1172,1314,1432,2043,2224,2320,2328,2499,2512,2656,3174,3415,3854,4123,4334,4337,4556,4572,4705,4769,5778,11688,18799,35825,35826,35827
NodeId:4554	1.0,0.0,18,66,329,634,793,1016,1179,1516,1906,2052,2055,2174,2291,3241,4162,4202,5913,8756,16805,35820
NodeId:4555	1.0,0.0,66,551,559,1164,2037,2605,3678,4050,5032,5257,5980,6463,8953,10153,10827,11549,12611,12641,13387,14800,19377,21203,34297,35810,35822,35823
NodeId:4552	1.0,0.0,18,66,74,90,92,115,118,120,350,360,381,426,550,551,664,725,726,735,737,802,844,845,916,1029,1037,1111,1191,1267,1399,1409,1705,1755,1935,2375,2424,2873,3181,3260,3721,4123,4549,4558,32334
NodeId:4553	1.0,0.0
NodeId:4550	1.0,0.0,0,34,66,67,143,550,863,883,1029,1172,1179,2226,2230,2558,4325,4329,35814
NodeId:4551	1.0,0.0,66,239,1313,3162
NodeId:74086	1.0,0.0
NodeId:74087	1.0,0.0
NodeId:74084	1.0,0.0
NodeId:74085	1.0,0.0
NodeId:74082	1.0,0.0
NodeId:74083	1.0,0.0
NodeId:74080	1.0,0.0
NodeId:74081	1.0,0.0
NodeId:24489	1.0,0.0,1179,1885,27165
NodeId:53566	1.0,0.0,15522
NodeId:63997	1.0,0.0,13,726,4416,33682
NodeId:57450	1.0,0.0,20223
NodeId:74088	1.0,0.0
NodeId:74089	1.0,0.0
NodeId:27305	1.0,0.0,2463
NodeId:27304	1.0,0.0,2463
NodeId:27307	1.0,0.0,2463
NodeId:27306	1.0,0.0,2463
NodeId:27301	1.0,0.0,2461,31759
NodeId:29356	1.0,0.0,1576,12221
NodeId:27303	1.0,0.0,2463,14580,15832,61611
NodeId:27302	1.0,0.0,2463
NodeId:53565	1.0,0.0
NodeId:27309	1.0,0.0,2464
NodeId:27308	1.0,0.0,2463
NodeId:54691	1.0,0.0
NodeId:15732	1.0,0.0,883
NodeId:54690	1.0,0.0,16733
NodeId:54693	1.0,0.0,16736,23552,68954
NodeId:25233	1.0,0.0,329,2047,2144
NodeId:25232	1.0,0.0,187,2047,2230,3505,6790
NodeId:25231	1.0,0.0,329,2047
NodeId:8865	1.0,0.0,307,4955,5951,7579,10255,16893,27052,34882
NodeId:57838	1.0,0.0
NodeId:25236	1.0,0.0,2047
NodeId:25235	1.0,0.0,83,112,429,1179,2047,3555,3718,4186,60751
NodeId:25234	1.0,0.0,2047,3273,3306,4952
NodeId:62996	1.0,0.0,31015
NodeId:21408	1.0,0.0,1575,15971
NodeId:25239	1.0,0.0
NodeId:25238	1.0,0.0,329,576,586,2047,3540
NodeId:54840	1.0,0.0,16922,37722
NodeId:56387	1.0,0.0,19090,50509
NodeId:8863	1.0,0.0,307,46220
NodeId:65743	1.0,0.0,39688
NodeId:74338	1.0,0.0
NodeId:74339	1.0,0.0
NodeId:66313	1.0,0.0,41779
NodeId:65742	1.0,0.0,39670
NodeId:74334	1.0,0.0
NodeId:74335	1.0,0.0
NodeId:74336	1.0,0.0
NodeId:74337	1.0,0.0,763
NodeId:74330	1.0,0.0
NodeId:74331	1.0,0.0
NodeId:74332	1.0,0.0
NodeId:74333	1.0,0.0
NodeId:54699	1.0,0.0,16761
NodeId:65740	1.0,0.0
NodeId:23662	1.0,0.0,18,1815,47314
NodeId:71875	1.0,0.0,1753
NodeId:61844	1.0,0.0
NodeId:64576	1.0,0.0,35274
NodeId:9545	1.0,0.0,363,47204
NodeId:75669	1.0,0.0,74683
NodeId:61845	1.0,0.0,27867
NodeId:68956	1.0,0.0,54703
NodeId:15734	1.0,0.0,46,883,5001,23154,36399
NodeId:71183	1.0,0.0,69997
NodeId:65745	1.0,0.0,39688
NodeId:31992	1.0,0.0,3599
NodeId:61847	1.0,0.0,27890,55000
NodeId:21402	1.0,0.0,1574
NodeId:67870	1.0,0.0,48580,70878
NodeId:61369	1.0,0.0,18,26579,69949
NodeId:21403	1.0,0.0,1574
NodeId:75668	1.0,0.0,74676
NodeId:65749	1.0,0.0
NodeId:61368	1.0,0.0,26578
NodeId:71302	1.0,0.0
NodeId:71303	1.0,0.0,70969
NodeId:71300	1.0,0.0,70909
NodeId:71301	1.0,0.0
NodeId:31991	1.0,0.0,3599,4620,9312,13325,14085,46826,46827,51810,52362
NodeId:71307	1.0,0.0
NodeId:71304	1.0,0.0,70971
NodeId:71305	1.0,0.0,70979
NodeId:71308	1.0,0.0,71365
NodeId:71309	1.0,0.0
NodeId:61365	1.0,0.0
NodeId:33179	1.0,0.0,18,1207
NodeId:33178	1.0,0.0,143,4282,10895,19286,39240,47051,47052,63803,63804,63805
NodeId:61364	1.0,0.0,26560
NodeId:33173	1.0,0.0,3941
NodeId:14218	1.0,0.0,751,12977
NodeId:33171	1.0,0.0
NodeId:33170	1.0,0.0,3941
NodeId:33177	1.0,0.0,3944,10416,10421
NodeId:33176	1.0,0.0,4369,24191
NodeId:33175	1.0,0.0
NodeId:33174	1.0,0.0,3942,4416
NodeId:19815	1.0,0.0,16643,17009,54613
NodeId:30488	1.0,0.0,3284,8166,15755,26585,39641
NodeId:7257	1.0,0.0,143
NodeId:30482	1.0,0.0,3284
NodeId:30483	1.0,0.0,3284
NodeId:30480	1.0,0.0,3283
NodeId:30481	1.0,0.0,3284
NodeId:30486	1.0,0.0,3284
NodeId:30487	1.0,0.0,3284
NodeId:30484	1.0,0.0,143,3284,3836,18860,32694
NodeId:30485	1.0,0.0,1075,3284,3513,7522,13210,34520
NodeId:7009	1.0,0.0,27,138,241,256,973,989,2732,3544,5621,8228,13441
NodeId:7008	1.0,0.0,138,3892,42644
NodeId:7001	1.0,0.0,138
NodeId:7000	1.0,0.0,138
NodeId:7003	1.0,0.0,138,319,374,852,1107,1280,3659
NodeId:7002	1.0,0.0,138,374,3428
NodeId:7005	1.0,0.0,138,374,663,849,1006,1147,1250,1274,3642,5691,6905,10210,11178
NodeId:7004	1.0,0.0,138,374,4615,5382,9008
NodeId:7007	1.0,0.0,138
NodeId:7006	1.0,0.0,138
NodeId:18682	1.0,0.0,1620,2120,2159,2290,3866,10403,15629,18681,19219,19283,26759,55967
NodeId:18683	1.0,0.0,0,1346,2239,3174,4064,5674,14453,16721,55970,55971,55972,55973
NodeId:37702	1.0,0.0
NodeId:37703	1.0,0.0
NodeId:18686	1.0,0.0,715,737,1346,2696,3014,3511,4451,4458,4626,5208,5232,6584,8296,12571,14122,14562,19665,22365,23169,24901,37948,49716
NodeId:33284	1.0,0.0,4341,4978,5586,8784,12823,13256,13835,18259,21898,25297,28527,33065,34288,37135,39132,46111,46112,46113,46114,55678,60783,60784,60785
NodeId:37706	1.0,0.0
NodeId:33286	1.0,0.0
NodeId:37708	1.0,0.0,40104
NodeId:37709	1.0,0.0
NodeId:18688	1.0,0.0,1346,55978
NodeId:18689	1.0,0.0,2115,3672,9504
NodeId:61668	1.0,0.0,27458
NodeId:41424	1.0,0.0,53,6583,11328
NodeId:41425	1.0,0.0,6583
NodeId:41426	1.0,0.0
NodeId:41427	1.0,0.0,38340
NodeId:41420	1.0,0.0,6582
NodeId:41421	1.0,0.0
NodeId:41422	1.0,0.0,6583
NodeId:41423	1.0,0.0,6583,19095
NodeId:41428	1.0,0.0
NodeId:41429	1.0,0.0,6584
NodeId:31996	1.0,0.0,3599,8436
NodeId:740	1.0,0.0,4,239
NodeId:741	1.0,0.0,4,32,725,9243,14080
NodeId:742	1.0,0.0,4,12,24,30,34,37,50,74,101,103,106,154,165,382,385,432,546,716,723,775,982,1166,2034,2317
NodeId:743	1.0,0.0,4,22,27,301,411,457,763,839,845,1009,1049,1158,1184,1268,1903,2107,2377,2463,3346,4149,4418,4659,4880,5062,5382,6653,7652,8200,9033,14081,14082,14083,14084,14085,14086
NodeId:744	1.0,0.0,4,18,90,1179,1407,1439,1665,1800,3783,5991,6229
NodeId:745	1.0,0.0,4,6,19,31,33,40,48,74,109,195,277,301,319,329,333,370,374,401,431,433,447,534,545,549,550,588,663,689,725,782,802,979,1111,1166,1178,1243,1247,1712,1755,1762,1763,1935,2008,2027,2030,2054,2062,2218,2227,2322,2557,2864,2865,3350,3687
NodeId:746	1.0,0.0,4,5,8,11,15,16,18,19,22,27,30,31,34,37,38,39,40,42,46,49,52,61,67,77,78,79,81,83,88,101,113,136,156,185,195,223,228,233,236,244,267,279,282,289,300,319,326,337,339,344,345,350,365,372,375,381,387,389,398,409,410,413,523,526,545,547,576,588,595,596,601,634,645,681,683,725,729,735,737,763,764,783,805,808,849,853,863,879,883,885,926,966,978,981,994,1016,1019,1021,1024,1105,1152,1157,1167,1170,1174,1178,1191,1212,1243,1248,1255,1262,1272,1275,1283,1305,1310,1312,1316,1350,1365,1389,1438,1577,1582,1609,1652,1712,1713,1714,1715,1720,1740,1742,1750,1752,1754,1755,1764,1882,1890,1918,1933,1955,1975,1979,2008,2026,2054,2086,2090,2128,2171,2215,2226,2234,2256,2318,2322,2349,2373,2376,2386,2408,2445,2448,2449,2450,2453,2464,2487,2493,2494,2556,2732,2752,2782,2794,2804,2812,2860,2888,2908,2924,2933,3004,3007,3173,3256,3266,3374,3544,3551,3561,3565,3618,3758,4040,4315,4520,4521,4525,4864,4871,5051,5621,6141,6274,6381,6680,6990,7100,7131,7259,7315,7490,7716,7888,7993,9776,9791,9862,10016,10192,10196,10294,10840,10988,11865,13207,14261,14262,14263,14264,14265,14266,14267,14268,14269,14270,71388
NodeId:747	1.0,0.0,4,18,34,50,53,76,89,90,100,235,320,335,555,588,763,844,1037,1110,1268,1305,1755,3483,4940,71389
